filename,textdate_from,textdate_to,author,recipient,large_region,year,letter_type,script_type,letter_type2,script_type2,id,bi,ms,fn,wgr,agr,lcinf,class,lclet,wc,st,date,X
688_52_m1600,16381005,16381005,"JamesHamilton,1stDukeofHamilton","WilliamDouglas,7thEarlofMorton",Central,1638,autograph,non-secretary,informationunavailable,informationunavailable,716,informationunavailable,NLSMS7978(77),1DHamilton6381005,male,male,Lanarkshire,unspecified,Hamilton,168,acopyintheCSCarchive,1638October5,NA
1486_120_m1700,17380719,17380719,LachlanShawofInverness,"GilbertGordon,merchant",North,1738,autograph,non-secretary,informationunavailable,informationunavailable,1837,informationunavailable,NRSGD236133994,ShawILachlan7380719,male,male,Invernessshire,unspecified,Elgin,167,transcribedinsitu,1738July19,NA
750_114_m1600,16111012,16111012,"DonaldMackay,1stLordReay",RobertGordonofGordonstoun,North,1611,autograph,secretary,informationunavailable,informationunavailable,1480,informationunavailable,"NLSDep17565,Bundle1",1LReay6111012,male,male,Sutherland,unspecified,Durness,167,acopyintheCSCarchive,1611October12,NA
286_147_f1650,16500101,16501231,"JeanWemyss,CountessofSutherland",unspecified,North,1650,autograph,non-secretary,informationunavailable,informationunavailable,1181,informationunavailable,"NLSMSDep17569,Bundle3",WemyssSJean6500000,female,unspecified,Sutherland,unspecified,unspecified,166,acopyintheCSCarchive,1650,NA
316_25_f1700,17000101,17001231,AnneMackenzie,unspecified,North,1700,autograph,non-secretary,informationunavailable,informationunavailable,1239,informationunavailable,informationunavailable,MackenzieAnne7000000II,female,unspecified,Ross,unspecified,unspecified,166,acopyintheCSCarchive,1700,NA
782_146_m1600,16440410,16440410,"FrancisScott,2ndEarlofBuccleuch","MargaretScott,CountessofEglinton,hissister",South-East,1644,autograph,non-secretary,informationunavailable,informationunavailable,402,"previouslyeditedbySirWilliamFraserintheMemorialsoftheMontgomeries,vol.1,147",NRSGD35336,2Buccleuch6440410,male,female,Borders,unspecified,unspecified,166,transcribedinsitu,1644April10,NA
103_85_f1600,16150305,16150305,"MargaretMontgomery,CountessDowagerofWinton","AnnaLivingston,CountessofEglinton",South-East,1615,autograph,signature,non-autograph,secretary,191,"previouslyeditedbySirWilliamFraserintheMemorialsoftheMontgomeries,vol.1,41",NRSGD35112,MontgomeryWMargaret6150305,female,female,Lothian,unspecified,Seton,165,transcribedinsitu,1615March5,NA
110_92_f1600,16300101,16301231,"LiliasMurrayofTullibardine,LadyGrant","CatherineMurray(Drummond),CountessofTullibardine",Central,1630,autograph,italic,informationunavailable,informationunavailable,1068,informationunavailable,NRSGD248195,MurrayGLilias6300000,female,female,Perthshire,unspecified,unspecified,165,acopyintheCSCarchive,1630,NA
1176_71_m1650,16640121,16640121,"RobertArbuthnott,2ndViscountofArbuthnott",LudovickGordonofGordonstoun,North-East,1664,autograph,non-secretary,informationunavailable,informationunavailable,1575,informationunavailable,"NLSDep17568,Bundle2",2VArbuthnott6640121,male,male,Angus,unspecified,Bervie,165,acopyintheCSCarchive,1664January21,NA
1489_123_m1700,17200608,17200608,JamesSinclairofMey,HughMonro,North,1720,autograph,non-secretary,informationunavailable,informationunavailable,1838,informationunavailable,NRSGD96673245,SinclairMJames7200608,male,male,Sutherland,unspecified,Thurso,165,transcribedinsitu,1720June8,NA
1501_11_r1600,16040529,16040529,KingJamesVI,"AlexanderLindsay,1stLordSpynie",Unspecified,1604,autograph,signature,non-autograph,secretary,1014,informationunavailable,"NLSAdvMS33.1.1,vol.1",JamesVI6040529,male,male,Unspecified,Court,London,165,acopyintheCSCarchive,1604May29,NA
165_26_f1650,16840726,16840726,MarieDouglas,"PatrickHome,later1stearlofMarchmont",South-East,1684,autograph,non-secretary,informationunavailable,informationunavailable,1125,informationunavailable,NRSGD158101511,DouglasMarie6840726,female,male,Borders,unspecified,Huttonhall,165,acopyintheCSCarchive,1684July26,NA
1433_67_m1700,17401001,17401031,"DavidCarnegie,5thEarlofNorthesk","WilliamMaule,1stEarlPanmure",North-East,1740,autograph,non-secretary,informationunavailable,informationunavailable,1771,informationunavailable,NRSGD45144286,5Northesk7401000,male,male,Angus,unspecified,Ethie,164,acopyintheCSCarchive,1740October,NA
1500_10_r1600,16030327,16030327,KingJamesVI,"LudovickStewart,2ndDukeofLennox",Unspecified,1603,autograph,signature,non-autograph,secretary,1013,informationunavailable,NRSGD22021201,JamesVI6030327,male,male,Unspecified,Court,Edinburgh,164,acopyintheCSCarchive,1603March27,NA
1502_12_r1600,16051217,16051217,KingJamesVI,"AlexanderLindsay,1stLordSpynie",Unspecified,1605,autograph,signature,non-autograph,secretary,1015,informationunavailable,"NLSAdvMS33.1.1,vol.1",JamesVI6051217,male,male,Unspecified,Court,WalthamAbbey,164,acopyintheCSCarchive,1605December17,NA
667_31_m1600,16280630,16280630,"JohnErskine,19th2ndEarlofMar","WilliamDouglas,7thEarlofMorton",South-East,1628,autograph,non-secretary,informationunavailable,informationunavailable,763,informationunavailable,NLSMS8046,19Mar6280630,male,male,Stirlingshire,unspecified,Edinburgh,164,acopyintheCSCarchive,1628June30,NA
186_47_f1650,16860420,16860420,JeanGordon,RobertGordonofGordonstoun,North,1686,autograph,non-secretary,informationunavailable,informationunavailable,1137,informationunavailable,"NLSDep17570,Bundle2",GordonJean6860420,female,male,Sutherland,unspecified,Dreny,163,acopyintheCSCarchive,1686April20,NA
392_48_m1540,15801028,15801028,"ArchibaldDouglas,8thEarlofAngus",JohnOgilvyofInverquharity,South-East,1580,autograph,signature,non-autograph,secretary,1303,"previouslyeditedbySirWilliamFraserintheDouglasBook,vol.4,221",NRSGD205134,8Angus5801028,male,male,Lothian,unspecified,Edinburgh,163,acopyintheCSCarchive,1580October28,NA
1198_93_m1650,16991128,16991128,"KennethMackenzie,4thEarlofSeaforth",unspecified,North,1699,autograph,non-secretary,informationunavailable,informationunavailable,1584,informationunavailable,NLS,4Seaforth6991128,male,unspecified,Ross,unspecified,Edinburgh,162,acopyintheCSCarchive,1699November28,NA
1496_6_r1600,16000101,16001231,KingJamesVI,"LudovickStewart,2ndDukeofLennox",Unspecified,1600,autograph,italic,informationunavailable,informationunavailable,1009,informationunavailable,NRSGD22021186,JamesVI6000000I,male,male,Unspecified,Court,Edinburgh,162,acopyintheCSCarchive,1600,NA
253_114_f1650,16900502,16900502,"MargaretMackenzie,CountessofWemyss","AnnaWemyss,CountessofLeven,herdaughter",South-East,1690,autograph,non-secretary,informationunavailable,informationunavailable,1179,informationunavailable,NRSGD261340133,MackenzieWMargaret6900502,female,female,Fife,unspecified,unspecified,162,transcribedinsitu,1690May2,NA
1252_147_m1650,16750121,16750121,RobertCummingofAltyre,LudovickGordonofGordonstoun,North-East,1675,autograph,secretary,informationunavailable,informationunavailable,600,informationunavailable,"NLSDep17569,Bundle1",CummingARobert6750121,male,male,Aberdeenshire,unspecified,Altyre,161,acopyintheCSCarchive,1675January21,NA
1454_88_m1700,17351120,17351120,HewCrawford,"JohnCrawford,Advocate",South-West,1735,autograph,non-secretary,informationunavailable,informationunavailable,1798,informationunavailable,NRSGD2055,CrawfordAHew7351120,male,male,Ayrshire,unspecified,Edinburgh,161,transcribedinsitu,1735November20,NA
438_94_m1540,15420307,15430307,JamesGordonofLochinvar,"MaryofLorraine,QueenDowager",South-West,1542,autograph,secretary,informationunavailable,informationunavailable,67,"previouslyeditedbyAnnieI.CameronintheCorrespondenceofMaryofLorraine,4",NRSSP21,GordonLJames5420307,male,royal,South-West,unspecified,unspecified,161,transcribedinsitu,15423March7,NA
1249_144_m1650,16881029,16881029,JamesChalmer,unspecified,North,1688,autograph,non-secretary,informationunavailable,informationunavailable,1643,informationunavailable,"NLSDep17570,Bundle3",ChalmerJames6881029,male,unspecified,Moray,unspecified,Gordonstoun,160,acopyintheCSCarchive,1688October29,NA
203_64_f1650,16511106,16511106,"AnneHamilton,3rdDuchessofHamilton","AnneMontgomery,CountessofFindlater",Central,1651,autograph,non-secretary,informationunavailable,informationunavailable,702,informationunavailable,NRSGD248556119,HamiltonHAnne6511106,female,female,Lanarkshire,unspecified,unspecified,160,acopyintheCSCarchive,1651November6,NA
397_53_m1540,15901107,15901107,"FrancisHay,9thEarlofErroll","WilliamDouglas,6thEarlofMorton",Central,1590,autograph,secretary,informationunavailable,informationunavailable,1307,"previouslyeditedinReg.Hon.Morton,1,p.170",NLSMS824,9Erroll5901107,male,male,Perthshire,unspecified,Brechin,160,acopyintheCSCarchive,1590November7,NA
42_24_f1600,16190510,16190510,"JeanDrummond,CountessofRoxburgh","RobertKer,1stEarlofRoxburgh,herhusband",Central,1619,informationunavailable,informationunavailable,informationunavailable,informationunavailable,152,informationunavailable,"NLSAdvMS33.1.1,vol.10",DrummondRJean6190510,female,male,Perthshire,unspecified,Greenwich,160,transcribedinsitu,1619May10,NA
1472_106_m1700,17250919,17250919,"AlexanderRobertson,17thofStrowan,Brigadier","MargaretRobertson,18thofStrowan,hissister",Central,1725,autograph,non-secretary,informationunavailable,informationunavailable,1829,informationunavailable,NLSADVMS13.1.8,Robertson17SAlexander7250919,male,female,Perthshire,unspecified,Orleans,158,acopyintheCSCarchive,1725September19,NA
154_15_f1650,16661004,16661004,IsobellDouglasofKelhead,unspecified,South-West,1666,autograph,italic,informationunavailable,informationunavailable,576,informationunavailable,NRSGD248556323,DouglasKIsobell6661004,female,unspecified,South-West,unspecified,Aberdeen,158,acopyintheCSCarchive,1666October4,NA
27_9_f1600,16001016,16001016,"AnneCunningham,MarchionessofHamilton","AgnesLeslie,CountessofMorton",Central,1600,autograph,italic,informationunavailable,informationunavailable,729,informationunavailable,NLSMS7993,CunninghamHAnne6001016,female,female,Lanarkshire,unspecified,Hamilton,158,acopyintheCSCarchive,1600October16,NA
433_89_m1540,15490901,15490930,"AlexanderGordon,postulateofCaithness","MaryofLorraine,QueenDowager",North-East,1549,autograph,secretary,informationunavailable,informationunavailable,12,"previouslyeditedbyAnnieI.CameronintheCorrespondenceofMaryofLorraine,217",NRSSP23,GordonCAlexander5490900,male,royal,Aberdeenshire,unspecified,unspecified,158,transcribedinsitu,1549September,NA
694_58_m1600,16060806,16060806,"AlexanderSeton,1stEarlofDunfermline",KingJamesVI,South-East,1606,autograph,secretary,informationunavailable,informationunavailable,1529,informationunavailable,"NLSAdvMS33.1.1,vol.1",1Dunfermline6060806,male,royal,Fife,unspecified,Dunfermline,158,acopyintheCSCarchive,1606August6,NA
1193_88_m1650,16850519,16850519,"JamesDrummond,4thEarlofPerth","AlexanderMontgomery,8thEarlofEglinton",Central,1685,autograph,non-secretary,informationunavailable,informationunavailable,691,"previouslyeditedbySirWilliamFraserintheMemorialsoftheMontgomeries,vol.1,233",NRSGD35770,4Perth6850519,male,male,Perthshire,unspecified,Edinburgh,157,acopyintheCSCarchive,1685May19,NA
732_96_m1600,16110622,16110622,"JamesGalloway,later1stLordDunkeld",unspecified,Central,1611,autograph,secretary,informationunavailable,informationunavailable,682,informationunavailable,NRSGD382135,1LDunkeld6110622,male,unspecified,Perthshire,unspecified,StMadoes,157,acopyintheCSCarchive,1611June22,NA
1203_98_m1650,16890912,16890912,"JohnKennedy,7thEarlofCassillis","DavidMelville,laterLeslie,3rdEarlofLeven",South-West,1689,autograph,non-secretary,informationunavailable,informationunavailable,1585,informationunavailable,NRSGD2613386,7Cassillis6890912,male,male,Ayrshire,unspecified,unspecified,156,transcribedinsitu,1689September12,NA
1471_105_m1700,17080507,17080507,"AlexanderRobertson,17thofStrowan,Brigadier","MarionBaillie,LadyRobertsonofStrowan,hismother",Central,1708,autograph,non-secretary,informationunavailable,informationunavailable,1828,informationunavailable,NLSADVMS13.1.8,Robertson17SAlexander7080507,male,female,Perthshire,unspecified,Edinburgh,155,acopyintheCSCarchive,1708May7,NA
1503_13_r1600,16191115,16191115,KingJamesVI,"GeorgeHay,1stEarlofKinnoull",Unspecified,1619,autograph,signature,non-autograph,secretary,1016,informationunavailable,"NLSAdvMS33.1.1,vol.9",JamesVI6191115,male,male,Unspecified,Court,Royston,155,transcribedinsitu,1619November15,NA
235_96_f1650,16691224,16691224,"AnnaLindsay,CountessofRothes","AnneMontgomery,CountessofFindlater",Central,1669,autograph,non-secretary,informationunavailable,informationunavailable,740,informationunavailable,NRSGD248556431,LindsayRAnna6691224,female,female,Lanarkshire,unspecified,unspecified,155,acopyintheCSCarchive,1669December24,NA
417_73_m1540,15440701,15441031,"ThomasErskine,CommendatorofDryburgh","MaryofLorraine,QueenDowager",South-East,1544,autograph,secretary,informationunavailable,informationunavailable,70,"previouslyeditedbyAnnieI.CameronintheCorrespondenceofMaryofLorraine,78",NRSSP21,ErskineDThomas5440700,male,royal,Borders,unspecified,Haddington,155,transcribedinsitu,1544July-October,NA
45_27_f1600,16360524,16360524,"JeanDrummond,CountessofSutherland",RobertGordonofGordonstoun,Central,1636,autograph,italic,informationunavailable,informationunavailable,678,informationunavailable,"NLSDep17565,Bundle3",DrummondSJean6360524,female,male,Perthshire,unspecified,Dunrobin,155,acopyintheCSCarchive,1636May24,NA
1217_112_m1650,16790530,16790530,"ArchibaldCampbell,9thEarlofArgyll",LachlanMackintosh[McIntosh]ofTorcastle,South-West,1679,autograph,non-secretary,informationunavailable,informationunavailable,1590,informationunavailable,NRSGD1765821,9Argyll6790530,male,male,Argyllshire,unspecified,Glenorchy,154,acopyintheCSCarchive,1679May30,NA
1516_26_r1540,15760522,15760522,"JamesDouglas,4thEarlofMorton,RegentofScotland",JohnOgilvyofInverquharity,Unspecified,1576,autograph,signature,non-autograph,secretary,1002,informationunavailable,NRSGD205112,RegentMorton5760522,male,male,Unspecified,Court,Dalkeith,154,acopyintheCSCarchive,1576May22,NA
207_68_f1650,16650531,16650531,"AnneHamilton,3rdDuchessofHamilton","AnneMontgomery,CountessofFindlater",Central,1665,autograph,non-secretary,informationunavailable,informationunavailable,707,informationunavailable,NRSGD24855637,HamiltonHAnne6650531,female,female,Lanarkshire,unspecified,Hamilton,154,acopyintheCSCarchive,1665May31,NA
111_93_f1600,16400101,16401231,"MarieOgilvy,LadyGrantofFreuchie","LiliasMurrayofTullibardine,LadyGrant",North-East,1640,autograph,non-secretary,informationunavailable,informationunavailable,857,informationunavailable,NRSGD2484631,OgilvyGMarie6400000,female,female,Angus,unspecified,unspecified,153,transcribedinsitu,1640,NA
1145_40_m1650,16830514,16830514,"GeorgeGordon,1stDukeofGordon,4thMarquisofHuntly",unspecified,North-East,1683,autograph,secretary,informationunavailable,informationunavailable,1560,"previouslyeditedbySirWilliamFraserintheSutherlandBook,vol.2,183",NLSDep313529,1DGordon6830514,male,unspecified,Aberdeenshire,unspecified,unspecified,153,acopyintheCSCarchive,1683May14,NA
1161_56_m1650,16910613,16910613,"GeorgeMelville,4thLordMelville,1stEarlofMelville","AnnaWemyss,CountessofLeven",South-East,1691,autograph,non-secretary,informationunavailable,informationunavailable,1569,informationunavailable,NRSGD2613406,1Melville6910613,male,female,Fife,unspecified,unspecified,153,transcribedinsitu,1691June13,NA
1248_143_m1650,16871013,16871013,JamesChalmer,unspecified,North,1687,autograph,non-secretary,informationunavailable,informationunavailable,1642,informationunavailable,"NLSDep17570,Bundle2",ChalmerJames6871013,male,unspecified,Moray,unspecified,Gordonstoun,153,acopyintheCSCarchive,1687October13,NA
159_20_f1650,16840317,16840317,MarieDouglas,"PatrickHome,later1stearlofMarchmont",South-East,1684,autograph,non-secretary,informationunavailable,informationunavailable,1119,informationunavailable,NRSGD15810155,DouglasMarie6840317,female,male,Borders,unspecified,Huttonhall,153,acopyintheCSCarchive,1684March17,NA
59_41_f1600,16130917,16130917,"MargaretHay,CountessofDunfermline","AnnaLivingston,CountessofEglinton",Central,1613,autograph,italic,informationunavailable,informationunavailable,1046,"previouslyeditedbySirWilliamFraserintheMemorialsoftheMontgomeries,vol.1,31",NRSGD3551,HayDMargaret6130917,female,female,Perthshire,unspecified,Dalgety,153,acopyintheCSCarchive,1613September17,NA
727_91_m1600,16280329,16280329,"GeorgeHayofKinfauns,1stEarlofKinnoull","WilliamDouglas,7thEarlofMorton",Central,1628,autograph,secretary,informationunavailable,informationunavailable,651,informationunavailable,NLSMS8235(49),1Kinnoull6280329,male,male,Perthshire,unspecified,Edinburgh,153,acopyintheCSCarchives,1628March29,NA
770_134_m1600,16201124,16201124,"RobertMaxwell,1stEarlofNithsdale",KingJamesVI,South-East,1620,autograph,non-secretary,informationunavailable,informationunavailable,1504,informationunavailable,"NLSAdvMS33.1.1,vol.9",1Nithsdale6201124,male,royal,Lothian,unspecified,Edinburgh,153,acopyintheCSCarchive,1620November24,NA
140_1_f1650,16550108,16550108.1,"KatherineAbington,CountessofCarnwath",JohnHayofHaystoun,Unlocalised,1655,autograph,non-secretary,informationunavailable,informationunavailable.1,1110,informationunavailable.2,NRSGD34721,AbingtonCKatherine6550108,female,male,unlocalised,unspecified,Allies,152,acopyintheCSCarchive,1655January8,NA
736_100_m1600,16450410,16450410,"AlexanderLeslie,1stEarlofLeven,LordBalgonie","HughMontgomery,7thEarlofEglinton",South-East,1645,autograph,signature,non-autograph,secretary,863,"previouslyeditedbySirWilliamFraserintheMemorialsoftheMontgomeries,vol.1,160",NRSGD35356,1Leven6450410,male,male,Fife,unspecified,Newcastle,152,transcribedinsitu,1645April10,NA
1367_1_m1700,17000101,17001231,"SimonFraser,11thLordLovat","JohnGordon(Sutherland),16thEarlofSutherland,LordStrathnaver",North,1700,autograph,non-secretary,informationunavailable,informationunavailable.1,1813,"previouslyeditedbySirWilliamFraserintheSutherlandBook,vol.2,202",NLSDep313532,11LLovat7000000,male,male,Invernessshire,unspecified,unspecified,151,acopyintheCSCarchive,1700.1,NA
322_31_f1700,17060713,17060713,AnneMackenzie,unspecified,North,1706,autograph,non-secretary,informationunavailable,informationunavailable,1245,informationunavailable,informationunavailable,MackenzieAnne7060713,female,unspecified,Ross,unspecified,unspecified,151,acopyintheCSCarchive,1706July13,NA
1411_45_m1700,17150920,17150920,"JohnErskine,23rd6thEarlofMar","AlexanderRobertson,17thofStrowan,Brigadier",South-East,1715,autograph,non-secretary,informationunavailable,informationunavailable,1776,informationunavailable,NLSADVMS13.1.8,23Mar7150920,male,male,Stirlingshire,unspecified,unspecified,150,acopyintheCSCarchive,1715September20,NA
36_18_f1600,16000101,16001231,"AnneDouglas,CountessofKinnoull","WilliamDouglas,7thEarlofMorton,herfather",Central,1600,autograph,italic,informationunavailable,informationunavailable,1033,informationunavailable,NLSMS7857,DouglasKAnne6000000,female,male,Perthshire,unspecified,unspecified,150,acopyintheCSCarchive,1600,NA
468_124_m1540,15460926,15460926,AdamOtterburnofAuldhameandReidhall,"MaryofLorraine,QueenDowager",South-East,1546,autograph,secretary,informationunavailable,informationunavailable,31,"previouslyeditedbyAnnieI.CameronintheCorrespondenceofMaryofLorraine,123",NRSSP22,OtterburnARAdam5460926,male,royal,Lothian,unspecified,Wemyss,150,transcribedinsitu,1546September26,NA
700_64_m1600,16191109,16191109,"AlexanderSeton,1stEarlofDunfermline",JohnMurrayofLochmaben,South-East,1619,autograph,secretary,informationunavailable,informationunavailable,1335,informationunavailable,"NLSAdvMS33.1.1,vol.9",1Dunfermline6191109,male,male,Fife,unspecified,Edinburgh,150,acopyintheCSCarchive,1619November9,NA
1420_54_m1700,17161112,17161112,"JohnErskine,23rd6thEarlofMar","AlexanderRobertson,17thofStrowan,Brigadier",South-East,1716,autograph,non-secretary,informationunavailable,informationunavailable,1785,informationunavailable,NLSADVMS13.1.8,23Mar7161112,male,male,Stirlingshire,unspecified,unspecified,149,acopyintheCSCarchive,1716November12,NA
1494_4_r1540,15940614,15940614,KingJamesVI,JohnOgilvyofInverquharity,Unspecified,1594,autograph,signature,non-autograph,secretary,1007,informationunavailable,NRSGD205121,JamesVI5940614,male,male,Unspecified,Court,Edinburgh,149,acopyintheCSCarchive,1594June14,NA
216_77_f1650,16670817,16670817,"MarieLeslie,CountessofEglinton","AnneMontgomery,CountessofFindlater",South-East,1667,autograph,italic,informationunavailable,informationunavailable,501,informationunavailable,NRSGD248556338,LeslieEMarie6670817,female,female,Fife,unspecified,Loudon,149,transcribedinsitu,1667August17,NA
673_37_m1600,16340112,16340112,"JohnErskine,19th2ndEarlofMar","WilliamDouglas,7thEarlofMorton",South-East,1634,autograph,non-secretary,informationunavailable,informationunavailable,769,informationunavailable,NLSMS8051,19Mar6340112,male,male,Stirlingshire,unspecified,Stirling,149,acopyintheCSCarchive,1634January12,NA
1182_77_m1650,16660516,16660516,"DavidWemyss,2ndEarlofWemyss","JeanWemyss,CountessofSutherland,hisdaughter",South-East,1666,autograph,non-secretary,informationunavailable,informationunavailable,883,"previouslyeditedbySirWilliamFraserintheSutherlandBook,vol.2,180",NLSDep313488,2Wemyss6660516,male,female,Fife,unspecified,Wemyss,148,acopyintheCSCarchive,1666May16,NA
1485_119_m1700,17370221,17370221,LachlanShawofInverness,"GilbertGordon,merchant",North,1737,autograph,non-secretary,informationunavailable,informationunavailable,1836,informationunavailable,NRSGD236133993,ShawILachlan7370221,male,male,Invernessshire,unspecified,Elgin,148,transcribedinsitu,1737February21,NA
30_12_f1600,16340623,16340623,MargaretDonaldson,unspecified,Central,1634,autograph,secretary,informationunavailable,informationunavailable,674,informationunavailable,NRSGD382147,DonaldsonMargaret6340623,female,unspecified,Perthshire,unspecified,Perth,148,acopyintheCSCarchive,1634June23,NA
1396_30_m1700,17190711,17190711,"JamesGraham,4thMarquisofMontrose,1stDukeofMontrose","JohnGordon(Sutherland),16thEarlofSutherland,LordStrathnaver",South-East,1719,autograph,non-secretary,informationunavailable,informationunavailable,1753,"previouslyeditedbySirWilliamFraserintheSutherlandBook,vol.2,77",NLSDep313529,1DMontrose7190711,male,male,Stirlingshire,unspecified,Hannover,147,acopyintheCSCarchive,1719July11,NA
1507_17_r1540,15430325,15430325,"JamesStewart,1stEarlofMoray,RegentofScotland","MaryofLorraine,QueenDowager",Unspecified,1543,autograph,secretary,informationunavailable,informationunavailable,17,"previouslyeditedbyAnnieI.CameronintheCorrespondenceofMaryofLorraine,5",NRSSP21,RegentMoray5430325,male,royal,Unspecified,Court,Edinburgh,147,transcribedinsitu,1543March25,NA
255_116_f1650,16500101,16501231,AnnaMelville,"AnnaWemyss,CountessofLeven",South-East,1650,autograph,italic,informationunavailable,informationunavailable,528,informationunavailable,NRSGD2613419120,MelvilleAnna6500000,female,female,Fife,unspecified,unspecified,147,acopyintheCSCarchive,1650,NA
464_120_m1540,15460308,15470308,AdamOtterburnofAuldhameandReidhall,"MaryofLorraine,QueenDowager",South-East,1546,autograph,secretary,informationunavailable,informationunavailable,35,"previouslyeditedbyAnnieI.CameronintheCorrespondenceofMaryofLorraine,127",NRSSP22,OtterburnARAdam5460308,male,royal,Lothian,unspecified,London,147,transcribedinsitu,15467March8,NA
767_131_m1600,16450314,16450314,"JamesGraham,1stMarquisofMontrose",theEarlofGrant,North-East,1645,autograph,non-secretary,informationunavailable,informationunavailable,1427,informationunavailable,NLSMS208,1MMontrose6450314,male,male,Angus,unspecified,Kintore,147,acopyintheCSCarchive,1645March14,NA
1406_40_m1700,17000705,17000705,"GeorgeMelville,4thLordMelville,1stEarlofMelville","AnnaWemyss,CountessofLeven,hisdaughter-in-law",South-East,1700,autograph,non-secretary,informationunavailable,informationunavailable,1764,informationunavailable,NRSGD26134176,1Melville7000705,male,female,Fife,unspecified,unspecified,146,transcribedinsitu,1700July5,NA
1440_74_m1700,17060417,17060417,LaurenceCalder,unspecified,North,1706,autograph,non-secretary,informationunavailable,informationunavailable,1790,informationunavailable,NRSGD96673213,CalderLaurence7060417,male,unspecified,Sutherland,unspecified,Thurso,146,acopyintheCSCarchive,1706April17,NA
648_12_m1600,16320514,16320514,"JamesDouglas,later10thEarlofMorton","WilliamDouglas,7thEarlofMorton,hisfather",South-East,1632,autograph,non-secretary,informationunavailable,informationunavailable,1410,informationunavailable,NLSMS7839,10Morton6320514,male,male,Lothian,unspecified,Paris,146,acopyintheCSCarchive,1632May14,NA
65_47_f1600,16000101,16000101,MargaretHay,"WilliamDouglas,6thEarlofMorton",Central,1600,autograph,italic,informationunavailable,informationunavailable,688,informationunavailable,NLSMS8274(116),HayMargaret6000101,female,male,Perthshire,unspecified,unspecified,146,acopyintheCSCarchive,1600January1,NA
666_30_m1600,16271009,16271009,"JohnErskine,19th2ndEarlofMar","WilliamDouglas,7thEarlofMorton",South-East,1627,autograph,non-secretary,informationunavailable,informationunavailable,762,informationunavailable,NLSMS8045,19Mar6271009,male,male,Stirlingshire,unspecified,Alloway,146,acopyintheCSCarchive,1627October9,NA
726_90_m1600,16270905,16270905,"GeorgeHayofKinfauns,1stEarlofKinnoull","WilliamDouglas,7thEarlofMorton",Central,1627,autograph,secretary,informationunavailable,informationunavailable,650,informationunavailable,NLSMS8228(39),1Kinnoull6270905,male,male,Perthshire,unspecified,Edinburgh,146,acopyintheCSCarchives,1627September5,NA
761_125_m1600,16390127,16390127,"DonaldMackay,1stLordReay",RobertGordonofGordonstoun,North,1639,autograph,secretary,informationunavailable,informationunavailable,1491,informationunavailable,"NLSDep17565,Bundle3",1LReay6390027,male,male,Sutherland,unspecified,Durness,146,acopyintheCSCarchive,1639unspecified27,NA
79_61_f1600,16000705,16000705,"AgnesKeith,CountessofMorton",unspecified,North-East,1600,autograph,italic,informationunavailable,informationunavailable,541,informationunavailable,NLSMS8062,KeithMAgnes6000705,female,unspecified,Aberdeenshire,unspecified,Inverugie,146,acopyintheCSCarchive,1600July5,NA
1157_52_m1650,16510916,16510916,"ArchibaldCampbell,1stMarquisofArgyll",LadyMontgomery,South-West,1651,autograph,non-secretary,informationunavailable,informationunavailable,1565,"previouslyeditedbySirWilliamFraserintheMemorialsoftheMontgomeries,vol.1,193",NRSGD35504,1MArgyll6510916,male,female,Argyllshire,unspecified,Inveraray,145,transcribedinsitu,1651September16,NA
1213_108_m1650,16560725,16560725,"JohnLeslie,7thEarlofRothes","AlexanderLeslie,1stEarlofLeven,LordBalgonie",South-East,1656,autograph,italic,informationunavailable,informationunavailable,890,informationunavailable,NRSGD2613335,7Rothes6560725,male,male,Fife,unspecified,unspecified,145,acopyintheCSCarchive,1656July25,NA
1484_118_m1700,17310210,17310210,LachlanShawofInverness,"GilbertGordon,merchant",North,1731,autograph,non-secretary,informationunavailable,informationunavailable,1835,informationunavailable,NRSGD236133991,ShawILachlan7310210,male,male,Invernessshire,unspecified,Calder,145,transcribedinsitu,1731February10,NA
480_136_m1540,15430215,15430215,JohnRossofCraigie,"MaryofLorraine,QueenDowager",Central,1543,autograph,secretary,informationunavailable,informationunavailable,130,"previouslyeditedbyAnnieI.CameronintheCorrespondenceofMaryofLorraine,48",NRSSP21,RossCJohn5430215,male,royal,Perthshire,unspecified,Malar,145,transcribedinsitu,1543February15,NA
765_129_m1600,16421112,16421112,"JamesGraham,1stMarquisofMontrose","AlexanderMontgomery(Seton),6thEarlofEglinton",North-East,1642,informationunavailable,informationunavailable,informationunavailable,informationunavailable,853,"previouslyeditedbySirWilliamFraserintheMemorialsoftheMontgomeries,vol1,131",NRSGD35288,1MMontrose6421112,male,male,Angus,unspecified,Kincardine,145,transcribedinsitu,1642November12,NA
1453_87_m1700,17300915,17300915,HewCrawford,unspecified,South-West,1730,autograph,non-secretary,informationunavailable,informationunavailable,1797,informationunavailable,NRSGD2055,CrawfordAHew7300915,male,unspecified,Ayrshire,unspecified,Edinburgh,144,transcribedinsitu,1730September15,NA
1456_90_m1700,17160106,17160106,ThomasDouie,"MargaretHamilton,CountessofPanmure",North-East,1716,autograph,non-secretary,informationunavailable,informationunavailable,1800,informationunavailable,NRSGD4514252,DouieThomas7160106,male,female,Angus,unspecified,Dundee,144,acopyintheCSCarchive,1716January6,NA
